,author,title,source,date,target
201,By Bill McCarthy ,Rep. Alexandria Ocasio-Cortez was “faking being arrested” during an abortion-rights protest outside the Supreme Court.,Instagram posts," July 20, 2022",false
202,By Madison Czopek ,Images of Plymouth Rock prove sea levels are not rising.,Facebook posts," July 20, 2022",false
203,By Sam Knupp ,"“My opponent, Cindy Axne, has actively sought to defund the police.”",Zach Nunn," July 20, 2022",false
204,By Andy Nguyen ,Benadryl can be used to reduce swelling from rattlesnake bites.,Facebook posts," July 20, 2022",false
205,By Alan Hovorka ,"""Fifty-four percent of Wisconsinites live in a child care desert.""",Sarah Godlewski," July 20, 2022",mostly-true
206,By Gabrielle Settles ,"“Third grade reading scores in the USA help correctional institutions predict how many beds they'll need in the future.""",Instagram posts," July 20, 2022",pants-fire
207,By Bill McCarthy ,"""Antifa was already inside the Capitol with floor plans dressed as Trump supporters"" on Jan. 6, 2021, proving the attack “was 100% a setup.""",Facebook posts," July 19, 2022",false
208,By Ciara O'Rourke ,Photo shows a woman who is wanted for impersonating a nurse and kidnapping an infant from a local U.S. hospital.,Viral image," July 19, 2022",false
209,By Nuria Diaz Muñoz ,"""El 11 de mayo de 1987, el London Times informó en su portada: ‘La OMS entregó 50 millones de vacunas contra la viruela del mono, estas provocaron el SIDA a los africanos’.""",Facebook posts," July 19, 2022",false
210,By Madison Czopek ,"“Drought is a lie” designed to limit farming, reduce the food supply and ultimately control Americans.",Facebook posts," July 19, 2022",pants-fire
211,By Ciara O'Rourke ,"Jim Jordan told Alexandria Ocasio-Cortez, “You’re just dumb.”",Viral image," July 19, 2022",false
212,By Ciara O'Rourke ,Video shows Ukrainian air defenses in Sievierodonetsk shooting down “55 Ka 52 helicopters.”,Viral image," July 19, 2022",false
213,By Ciara O'Rourke ,“Antarctica is not a continent.”,Viral image," July 19, 2022",false
214,By Ciara O'Rourke ,"Video shows Donald Trump at an Alabama rally on July 13, 2022.",Viral image," July 19, 2022",false
215,By Andy Nguyen ,"CNN coverage has evidence of the “single most egregious, real-time example of electronic vote fraud.”",Facebook posts," July 19, 2022",pants-fire
216,By Ciara O'Rourke ,“Biden admits $5 gas is being done on purpose” and “this has been his plan all along.”,Instagram posts," July 18, 2022",false
217,By Ciara O'Rourke ,R. Kelly “missing after prison security verify he’s escaped beneath facility.”,Instagram posts," July 18, 2022",false
218,By Andy Nguyen ,Claims the James Webb Space Telescope is “fakery they got for the masses”,Facebook posts," July 18, 2022",pants-fire
219,By Ciara O'Rourke ,KFC is giving away chicken bucket vouchers to customers who share a Facebook post before July 20.,Facebook posts," July 18, 2022",false
220,By Laura Schulte ,"""Thanks to failed Dem policies, beer is 9.1% more expensive.""",Ron Johnson," July 18, 2022",half-true
221,By Tom Kertscher ,Mehmet Oz “wants to make abortion a crime in Pennsylvania.”,Planned Parenthood Votes," July 18, 2022",half-true
222,By Jill Terreri Ramos ,Lee Zeldin “voted for abortion bans even when the mother’s health is at risk.”,Kathy Hochul," July 17, 2022",mostly-true
223,By Maria Ramirez Uribe ,"""If a 10-year-old became pregnant as a result of rape and it was threatening her life, then that’s not an abortion.""",Catherine Glenn Foster," July 15, 2022",false
224,By Bill McCarthy ,An image shows an “all aboard the Trump train” truck crashed into a bridge.,Viral image," July 15, 2022",false
225,By Yacob Reyes ,"Video shows Biden giving the ""same exact speech"" months apart.",Instagram posts," July 15, 2022",false
226,By Warren Fiske ,"“In Virginia, we actually do protect same-sex marriage.”",Glenn Youngkin," July 15, 2022",barely-true
227,By Bill McCarthy ,Actor Tom Holland is “confirmed to have died.”,Instagram posts," July 14, 2022",false
228,By Yacob Reyes ,"Sen. Marco Rubio has ""one of the worst attendance records in the Senate.""",Val Demings," July 14, 2022",mostly-true
229,By Gabrielle Settles ,"In Kenya, “pregnant women can’t leave the house, so they absolutely have no constructive right to vote.”",Emily Compagno," July 14, 2022",pants-fire
230,By Nuria Diaz Muñoz ,Pilotos protestan contra vacuna COVID-19 en aeropuerto de Atlanta.,Facebook posts," July 14, 2022",false
231,By D.L. Davis ,"The Wisconsin Supreme Court decision declaring ballot drop boxes illegal ""includes the 2020 Presidential Election.""",Donald Trump," July 14, 2022",pants-fire
232,By Nusaiba Mizan ,Texas' public high school graduation rate is at 90% overall.,Greg Abbott," July 14, 2022",true
233,By Ciara O'Rourke ,Kevin McCarthy said Nancy Pelosi “should be prosecuted and jailed.”,Facebook posts," July 14, 2022",false
234,By Andy Nguyen ,“Adults over 51 can receive $$$ in additional spending for groceries and expenses.”,Facebook posts," July 13, 2022",false
235,By Maria Ramirez Uribe ,U.S. Rep. Mayra Flores is “the first Mexican-born member of Congress.”,Lauren Boebert," July 13, 2022",false
236,By Louis Jacobson ,"The “average federal income tax” paid by the richest Americans is “8%. … If you’re a cop, a teacher, a firefighter, union worker, you probably pay two to three times that.”",Joe Biden," July 13, 2022",false
237,By Bill McCarthy ,Images from Hunter Biden’s laptop show Joe Biden naked with a young girl.,Facebook posts," July 13, 2022",pants-fire
238,By Ellie Borst ,"""ADHD does not exist.""",Facebook posts," July 13, 2022",false
239,By Gabrielle Settles ,There are no artifacts to prove that slave ships existed.,Tweets," July 13, 2022",pants-fire
240,By Jill Terreri Ramos ,“High-ranking Ukrainian officials caught splurging on luxury real estate in Switzerland.”,Bloggers," July 13, 2022",false
241,By Nuria Diaz Muñoz ,Falleció el papa emérito Benedicto XVI.,Instagram posts," July 12, 2022",false
242,By Yacob Reyes ,"""Ron DeSantis still hasn't condemned the Jan. 6 insurrection.""",Charlie Crist," July 12, 2022",false
243,By Andy Nguyen ,"“Putin humiliatingly blows up all weapons and facilities"" on Snake Island by retreating Russian troops.",Facebook posts," July 12, 2022",barely-true
244,By Jeff Cercone ,"Fluoride will eat a hole through concrete, so it’s not safe for your teeth.",Facebook posts," July 12, 2022",false
245,By Ciara O'Rourke ,"Sri Lanka’s president, Estonia’s prime minister and Ukrainian diplomats were arrested.",Facebook posts," July 12, 2022",false
246,By Ciara O'Rourke ,Colloidal silver is “harmless” unless you’re allergic to it.,Instagram posts," July 12, 2022",false
247,By Madison Czopek ,"Shooter in Highland Park, Illinois, “bought the gun illegally.”",Facebook posts," July 12, 2022",false
248,By Tom Kertscher ,"Abortion is available at any point of pregnancy and for any reason in Alaska, Colorado, New Jersey, New Mexico, Oregon and Vermont.",Focus on the Family," July 12, 2022",barely-true
249,By Vanessa Swales ,"""Milwaukee’s hotels and restaurants are already filled during the summer. The RNC convention will simply replace those who normally visit our city.""",Liberal Groups," July 12, 2022",barely-true
250,By Warren Fiske ,“Ninety-two percent of abortions in Virginia take place before 15 weeks.”,Bob Good," July 12, 2022",mostly-true
251,By Bill McCarthy ,"Shinzo Abe was assassinated because he “didn’t mandate vaccines, sent 1.6 million doses back and gave citizens ivermectin.”",Instagram posts," July 11, 2022",false
252,By Ciara O'Rourke ,“The immune system does not exist.”,TikTok posts," July 11, 2022",false
253,By Ciara O'Rourke ,“Belarus declares war on Poland.”,Facebook posts," July 11, 2022",false
254,By Jeff Cercone ,House Democrats have kicked Rep. Ilhan Omar out of Congress,Facebook posts," July 11, 2022",pants-fire
255,By Ciara O'Rourke ,Anthony Bourdain and Chris Cornell were killed while working on a documentary about “widespread pedophilia.”,Viral image," July 11, 2022",pants-fire
256,By Ciara O'Rourke ,A photo shows two men on the run who pretend to be homeless and then “attack and rob you.”,Viral image," July 11, 2022",false
257,By Ciara O'Rourke ,Elon Musk’s account “is suspended on Twitter after backing out of $44B deal.”,Viral image," July 11, 2022",false
258,By Gabrielle Settles ,Fast food chain Wendy’s was “exposed for using horse meat.”,Facebook posts," July 8, 2022",pants-fire
259,By Yacob Reyes ,The Civics Secures Democracy Act “would allow the Biden administration to buy off states with $6 billion” if they adopt critical race theory.,Ron DeSantis," July 8, 2022",false
260,By Ciara O'Rourke ,“Moscow was engulfed in flames” after a giant explosion.,Facebook posts," July 8, 2022",false
261,By Ciara O'Rourke ,“Biden impeachment in progress.”,Facebook posts," July 8, 2022",pants-fire
262,By Ciara O'Rourke ,Video shows Joe Biden putting a Medal of Honor on a Vietnam War veteran backward.,Viral image," July 8, 2022",pants-fire
263,By Bill McCarthy ,"An image shows that “following his resignation, Boris Johnson has escaped to the sea.”",Tweets," July 8, 2022",false
264,By Bill McCarthy ,"President Donald Trump was in a presidential limousine as he left his Jan. 6, 2021, rally at the White House Ellipse.",Facebook posts," July 8, 2022",false
265,By Ciara O'Rourke ,“SCOTUS overturned the 2020 election.”,Facebook posts," July 8, 2022",pants-fire
266,By Vanessa Swales ,The RNC is “a $200 million economic infusion into our communities.”,Cavalier Johnson," July 8, 2022",half-true
267,By Grace Abels ,"Florida Gov. Ron DeSantis “signs bill requiring Florida students, professors to register political views with (the) state.”",Stephen King," July 7, 2022",false
268,By Bill McCarthy ,"""Fox offers Chris Wallace's Sunday spot to Candace Owens.""",Facebook posts," July 7, 2022",false
269,By Ciara O'Rourke ,A video shows Joe Biden speaking slowly and slurring on the Fourth of July.,Viral image," July 7, 2022",pants-fire
270,By Paul Specht ,"Cheri Beasley voted to reverse the conviction of an armed kidnapper, release a double murderer early.",National Republican Senatorial Committee," July 7, 2022",mostly-true
271,By Yacob Reyes ,Images show Highland Park shooter had antifa connection,Facebook posts," July 7, 2022",false
272,By Ciara O'Rourke ,"The mass shooting in Highland Park, Illinois, was a “false flag.”",Facebook posts," July 7, 2022",pants-fire
273,By Ciara O'Rourke ,Ukrainian “attack destroys skyscraper in Moscow.”,Viral image," July 7, 2022",false
274,By Clara Hendrickson ,Peter Meijer voted to “create the Adam Schiff-led January 6th Commission.”,John Gibbs," July 6, 2022",false
275,By Andy Nguyen ,"Claims the U.S. military is using ""polymer drone flies"" that look and act like a large fly.",Facebook posts," July 6, 2022",false
276,By Gabrielle Settles ,"Video shows the aftermath of a mass shooting in Harrisburg, Pennsylvania.",Facebook posts," July 6, 2022",false
277,By Ciara O'Rourke ,Video shows Russian artillery tanks “completely destroyed by Bayraktar TB2 drones” on July 2.,Viral image," July 6, 2022",false
278,By Bill McCarthy ,"Says an image shows the Highland Park shooting suspect ""in jail or rehab or a psychiatric center"" before the shooting.",Marjorie Taylor Greene," July 5, 2022",false
279,By Yacob Reyes ,“Charlie Crist is pro-life.”,Nikki Fried," July 5, 2022",barely-true
280,By Ciara O'Rourke ,Planned Parenthood clinics are “closing down all over the country” because Roe v. Wade was overturned.,Facebook posts," July 5, 2022",barely-true
281,By Ciara O'Rourke ,Says Marjorie Taylor Greene said “246 years ago Jesus Christ performed his miracle of making a single days worth of bullets last 8 days.”,Viral image," July 5, 2022",pants-fire
